"id","fiscal_year.meta.partial.fields","timestamp_iso8601.meta.partial.fields","timestamp.meta.partial.fields","source.meta.partial.fields","data_type.meta.partial.fields","catalog.meta.partial.fields","classification.meta.partial.fields","source_filename.meta.partial.fields","resource.meta.partial.fields","type.meta.partial.fields","value.CostType.record.partial.fields","value.ProgramElementNumber.CodeBProgramElementList.record.partial.fields",
"426e5d1fc50a227ff16f2fc94d9601c2","2013","2014-12-16T09:51:53+00:00","1418723513","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","MasterJustificationBook_Air_Force_PB_2013.xml","procurement-base","2013","AB","0207219F",
"97406ddb84ba41218eb3a1d6b765c298","2013","2014-12-16T09:51:59+00:00","1418723519","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","MasterJustificationBook_Air_Force_PB_2013.xml","procurement-base","2013","AB","0101126F",
"790972c0bc372b8cbcaac79013454e42","2013","2014-12-16T09:52:40+00:00","1418723560","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","MasterJustificationBook_Navy_PB_2013.xml","procurement-base","2013","C","0604234N",
"4bc02e78b544f9b68d6a7ea3049868f2","2013","2014-12-16T09:52:56+00:00","1418723576","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","JustificationBook_Navy_PB_2013.xml","procurement-base","2013","AB","0204162N",
"4bc02e78b544f9b68d6a7ea3049868f2","2013","2014-12-16T09:52:56+00:00","1418723576","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","JustificationBook_Navy_PB_2013.xml","procurement-base","2013","AB","0204138M",
"859ad74168893edc0262a9657d57c0f6","2013","2014-12-16T09:53:19+00:00","1418723599","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","MasterJustificationBook_Navy_PB_2013.xml","procurement-base","2013","AB","0708017N",
"d6d83df90e8719504bcacefaa0d57abb","2013","2014-12-16T09:53:32+00:00","1418723612","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","JustificationBook_Navy_PB_2013.xml","procurement-base","2013","AB","0708012N",
"d08e025b7148d18848ab2e5f3b550010","2013","2014-12-16T09:53:44+00:00","1418723624","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","JustificationBook_Navy_PB_2013.xml","procurement-base","2013","AB","0206315M",
"d08e025b7148d18848ab2e5f3b550010","2013","2014-12-16T09:53:44+00:00","1418723624","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","JustificationBook_Navy_PB_2013.xml","procurement-base","2013","AB","0502514M",
"49223bffe56b5b3b715518807c1dcd06","2013","2014-12-16T09:54:17+00:00","1418723657","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","JustificationBook_Army_PB_2013.xml","procurement-base","2013","AB","0604601A",
"f51ea88073e96d2b3b448ba1a3195889","2013","2014-12-16T09:54:45+00:00","1418723685","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","JustificationBook_Army_PB_2013.xml","procurement-base","2013","AB","0604802A",
"d60dba27aaaea44eb28be69c19e82843","2013","2014-12-16T09:55:11+00:00","1418723711","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","JustificationBook_Missile_Defense_Agency_PB_2013.xml","procurement-base","2013","AB","0603881C",
"d60dba27aaaea44eb28be69c19e82843","2013","2014-12-16T09:55:11+00:00","1418723711","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","JustificationBook_Missile_Defense_Agency_PB_2013.xml","procurement-base","2013","AB","0603884C",
"161e60b708ee1a8d3538c2d47e27fcd1","2013","2014-12-16T09:55:08+00:00","1418723708","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","MasterJustificationBook_Defense-Wide_PB_2013.xml","procurement-base","2013","AB","0303135K",
"72fc25864dec06089bdfe4046e072e64","2013","2014-12-16T09:55:09+00:00","1418723709","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","MasterJustificationBook_Defense-Wide_PB_2013.xml","procurement-base","2013","AB","0305103K",
"457fdbda1b66bd32d879a1aefea2715e","2013","2014-12-16T09:55:10+00:00","1418723710","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","MasterJustificationBook_Defense-Wide_PB_2013.xml","procurement-base","2013","AB","0800101T",
"b451f8371d75d89bea3431f77b68d69f","2013","2014-12-16T09:51:57+00:00","1418723517","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","MasterJustificationBook_Air_Force_PB_2013.xml","procurement-base","2013","AB","0305220F",
"1f661e56d400d3d500e0604670e5cd95","2013","2014-12-16T09:52:19+00:00","1418723539","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","JustificationBook_Air_Force_PB_2013.xml","procurement-base","2013","AB","0207161F",
"352e9e914235387d6aec3ab6166bba1a","2013","2014-12-16T09:52:40+00:00","1418723560","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","MasterJustificationBook_Navy_PB_2013.xml","procurement-base","2013","AB","0605500N",
"043e7cb46b0526da4a71d3958f17dcfb","2013","2014-12-16T09:52:37+00:00","1418723557","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","MasterJustificationBook_Navy_PB_2013.xml","procurement-base","2013","C","0204136N",
"aee8ee673ac3bd9027293a68fbce64ba","2013","2014-12-16T09:52:37+00:00","1418723557","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","MasterJustificationBook_Navy_PB_2013.xml","procurement-base","2013","C","0204154N",
"15e43351434eb85073212b7d05b0d5d8","2013","2014-12-16T09:54:16+00:00","1418723656","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","JustificationBook_Army_PB_2013.xml","procurement-base","2013","AB","0604601A",
"115c92443e72ddb79809a1273f47a7bf","2013","2014-12-16T09:54:16+00:00","1418723656","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","JustificationBook_Army_PB_2013.xml","procurement-base","2013","AB","0604601A",
"c93c9db98bcd8262089c9a0bd84df301","2013","2014-12-16T09:54:10+00:00","1418723650","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","JustificationBook_Army_PB_2013.xml","procurement-base","2013","AB","0603653A",
"cda3956ec264ef0eb44cd66ba8a440b7","2013","2014-12-16T09:54:18+00:00","1418723658","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","JustificationBook_Army_PB_2013.xml","procurement-base","2013","AB","0604601A",
"97ccca919aea6d206c8c89cdeaf91ffc","2013","2014-12-16T09:54:13+00:00","1418723653","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","JustificationBook_Army_PB_2013.xml","procurement-base","2013","AB","0604601A",
"38f9fb45417adc44b1d1f2cb1ee7559e","2013","2014-12-16T09:55:07+00:00","1418723707","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","MasterJustificationBook_Defense-Wide_PB_2013.xml","procurement-base","2013","AB","0303141K",
"8e19598a52cf54538aa32299a2ff3d6e","2013","2014-12-16T09:55:08+00:00","1418723708","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","MasterJustificationBook_Defense-Wide_PB_2013.xml","procurement-base","2013","AB","0303170K",
"58351a03c8ea385207739a196add1db1","2013","2014-12-16T09:52:00+00:00","1418723520","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","MasterJustificationBook_Air_Force_PB_2013.xml","procurement-base","2013","AB","0401115F",
"58351a03c8ea385207739a196add1db1","2013","2014-12-16T09:52:00+00:00","1418723520","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","MasterJustificationBook_Air_Force_PB_2013.xml","procurement-base","2013","AB","0401897F",
"9ebea30839a876b2002546afdd87f73c","2013","2014-12-16T09:51:54+00:00","1418723514","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","MasterJustificationBook_Air_Force_PB_2013.xml","procurement-base","2013","AB","0401132F",
"97c9fd9f319f1d54973fb95d2b433a66","2013","2014-12-16T09:52:00+00:00","1418723520","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","MasterJustificationBook_Air_Force_PB_2013.xml","procurement-base","2013","AB","0401897F",
"e64233697828ca6397640f957168f829","2013","2014-12-16T09:52:37+00:00","1418723557","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","MasterJustificationBook_Navy_PB_2013.xml","procurement-base","2013","AB","0204136N",
