"id","timestamp.meta","timestamp_iso8601.meta","fiscal_year.meta","source.meta","catalog.meta","data_type.meta","classification.meta","resource.meta","source_filename.meta","type.meta","value.Name.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.MinimumSustainingRate.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.Rate185.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.TotalLeadTimeAfterOct1InMonths.InitialQuantity.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.ProductionLeadTimeAfterOct1InMonths.InitialQuantity.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.AdminLeadTimeAfterOct1InMonths.InitialQuantity.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.AdminLeadTimeBeforeOct1InMonths.InitialQuantity.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.Location.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.MaximumProductionRate.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.Quantity.HistoryPlanning.HistoryPlanningList.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.ContractType.HistoryPlanning.HistoryPlanningList.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.FiscalYear.HistoryPlanning.HistoryPlanningList.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.AwardDate.HistoryPlanning.HistoryPlanningList.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.SpecsAvailableNow.HistoryPlanning.HistoryPlanningList.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.PCOLocation.HistoryPlanning.HistoryPlanningList.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.ContractMethod.HistoryPlanning.HistoryPlanningList.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.FirstDeliveryDate.HistoryPlanning.HistoryPlanningList.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.UnitCost.HistoryPlanning.HistoryPlanningList.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.TotalLeadTimeAfterOct1InMonths.ReorderQuantity.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.ProductionLeadTimeAfterOct1InMonths.ReorderQuantity.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.AdminLeadTimeAfterOct1InMonths.ReorderQuantity.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.AdminLeadTimeBeforeOct1InMonths.ReorderQuantity.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.OCO.HistoryPlanning.HistoryPlanningList.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.FundingVehicle.HistoryPlanning.HistoryPlanningList.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.ProcQuantity.MonthlyDeliverySchedule.MonthlyDeliveryScheduleList.HistoryPlanning.HistoryPlanningList.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.Amount.MonthlyDelivery.MonthlyDeliveryList.MonthlyDeliverySchedule.MonthlyDeliveryScheduleList.HistoryPlanning.HistoryPlanningList.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.Month.MonthlyDelivery.MonthlyDeliveryList.MonthlyDeliverySchedule.MonthlyDeliveryScheduleList.HistoryPlanning.HistoryPlanningList.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.ServiceAgencyName.MonthlyDeliverySchedule.MonthlyDeliveryScheduleList.HistoryPlanning.HistoryPlanningList.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.AcceptedBeforeOct1.MonthlyDeliverySchedule.MonthlyDeliveryScheduleList.HistoryPlanning.HistoryPlanningList.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.RFPIssueDate.HistoryPlanning.HistoryPlanningList.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.RevisionsAvailableDate.HistoryPlanning.HistoryPlanningList.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.Remarks.HistoryPlanning.HistoryPlanningList.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.Remarks.MonthlyDeliverySchedule.MonthlyDeliveryScheduleList.HistoryPlanning.HistoryPlanningList.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record",
"f967014dc57c5e04b33c10777ab1a6c1","1418723555","2014-12-16T09:52:35+00:00","2013","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","JustificationBook_Air_Force_PB_2013.xml","2013","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"f967014dc57c5e04b33c10777ab1a6c1","1418723555","2014-12-16T09:52:35+00:00","2013","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","JustificationBook_Air_Force_PB_2013.xml","2013","ITT ELETRONIC SYSTEMS","0","0","0","0","0","0","THOUSAND OAKS CA","0","82","FFP","2011","2011-11","true","HQ ACC","C","2012-12","0.108","0","0","0","0","","","","","","","","","","","",
"f967014dc57c5e04b33c10777ab1a6c1","1418723555","2014-12-16T09:52:35+00:00","2013","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","JustificationBook_Air_Force_PB_2013.xml","2013","ITT ELETRONIC SYSTEMS","0","0","0","0","0","0","THOUSAND OAKS CA","0","80","FFP","2013","2013-08","true","HQ ACC","SS","2014-05","0.186","0","0","0","0","true","","","","","","","","","","",
"f967014dc57c5e04b33c10777ab1a6c1","1418723555","2014-12-16T09:52:35+00:00","2013","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","JustificationBook_Air_Force_PB_2013.xml","2013","ITT ELETRONIC SYSTEMS","0","0","0","0","0","0","THOUSAND OAKS CA","0","246","FFP","2013","2013-08","true","HQ ACC","SS","2014-05","0.027","0","0","0","0","true","","","","","","","","","","",
"f967014dc57c5e04b33c10777ab1a6c1","1418723555","2014-12-16T09:52:35+00:00","2013","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","JustificationBook_Air_Force_PB_2013.xml","2013","ITT ELETRONIC SYSTEMS","0","0","0","0","0","0","THOUSAND OAKS CA","0","82","FFP","2013","2013-08","true","HQ ACC","SS","2014-05","0.125","0","0","0","0","true","","","","","","","","","","",
"f967014dc57c5e04b33c10777ab1a6c1","1418723555","2014-12-16T09:52:35+00:00","2013","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","JustificationBook_Air_Force_PB_2013.xml","2013","NORTHROP GRUMMAN REMOTEC","0","0","0","0","0","0","CLINTON TN","0","8","FFP","2011","2011-05","true","HQ ACC","SS","2011-09","0.215","0","0","0","0","","","","","","","","","","","",
"f967014dc57c5e04b33c10777ab1a6c1","1418723555","2014-12-16T09:52:35+00:00","2013","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","JustificationBook_Air_Force_PB_2013.xml","2013","UNKNOWN","0","0","0","0","0","0","UNKNOWN","0","60","FFP","2012","2012-09","true","HQ ACC","C","2013-05","0.210","0","0","0","0","","","","","","","","","","","",
"f967014dc57c5e04b33c10777ab1a6c1","1418723555","2014-12-16T09:52:35+00:00","2013","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","JustificationBook_Air_Force_PB_2013.xml","2013","REMOTEC INC","0","0","0","0","0","0","CLINTON TN","0","50","IDIQ","2012","2012-09","true","HQ ACC","C","2012-11","0.110","0","0","0","0","","","","","","","","","","","",
"f967014dc57c5e04b33c10777ab1a6c1","1418723555","2014-12-16T09:52:35+00:00","2013","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","JustificationBook_Air_Force_PB_2013.xml","2013","HONEYWELL","0","0","0","0","0","0","MORRISONTOWN NJ","0","15","FFP","2011","2011-10","true","HQ ACC","C","2012-05","0.250","","","","","","","","","","","","","","","",
"f967014dc57c5e04b33c10777ab1a6c1","1418723555","2014-12-16T09:52:35+00:00","2013","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","JustificationBook_Air_Force_PB_2013.xml","2013","HONEYWELL","0","0","0","0","0","0","MORRISONTOWN NJ","0","4","BA","2012","2012-05","true","HQ ACC","C","2013-05","0.270","0","0","0","0","","","","","","","","","","","",
"f967014dc57c5e04b33c10777ab1a6c1","1418723555","2014-12-16T09:52:35+00:00","2013","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","JustificationBook_Air_Force_PB_2013.xml","2013","ARA","0","0","0","0","0","0","Albuquerque NM","0","105","FFP","2011","2011-08","true","HQ ACC","C","2012-12","0.010","0","0","0","0","","","","","","","","","","","",
"f967014dc57c5e04b33c10777ab1a6c1","1418723555","2014-12-16T09:52:35+00:00","2013","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","JustificationBook_Air_Force_PB_2013.xml","2013","Navy","0","0","0","0","0","0","Indian Head MD","0","112","","2011","2011-06","true","HQ ACC","","2012-12","0.056","0","0","0","0","","MIPR","","","","","","","","","",
"f967014dc57c5e04b33c10777ab1a6c1","1418723555","2014-12-16T09:52:35+00:00","2013","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","JustificationBook_Air_Force_PB_2013.xml","2013","UNKNOWN","0","0","0","0","0","0","UNKNOWN","0","8","TBD","2012","2012-05","true","HQ ACC","C","2013-05","0.062","0","0","0","0","","","","","","","","","","","",
"f967014dc57c5e04b33c10777ab1a6c1","1418723555","2014-12-16T09:52:35+00:00","2013","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","JustificationBook_Air_Force_PB_2013.xml","2013","SCIENCE APPLICATIONS INTERNATIONAL CORP","0","0","0","0","0","0","SAN DIEGO CA","0","60","FFP","2011","2011-05","true","HQ ACC","C","2012-05","0.075","","","","","","","","","","","","","","","",
