"id","fiscal_year.meta.partial.fields","timestamp_iso8601.meta.partial.fields","timestamp.meta.partial.fields","source.meta.partial.fields","data_type.meta.partial.fields","catalog.meta.partial.fields","classification.meta.partial.fields","source_filename.meta.partial.fields","resource.meta.partial.fields","type.meta.partial.fields","value.TotalCost.PriorYear.Cost.FacilityProject.FacilityProjectList.ProductionSupportFacility.FacilityList.record.partial.fields","value.TotalCost.CurrentYear.Cost.FacilityProject.FacilityProjectList.ProductionSupportFacility.FacilityList.record.partial.fields","value.TotalCost.BudgetYearOne.Cost.FacilityProject.FacilityProjectList.ProductionSupportFacility.FacilityList.record.partial.fields","value.TotalCost.BudgetYearOneBase.Cost.FacilityProject.FacilityProjectList.ProductionSupportFacility.FacilityList.record.partial.fields","value.NarrativeExplanation.FacilityProject.FacilityProjectList.ProductionSupportFacility.FacilityList.record.partial.fields","@projectCategoryName.FacilityProject.FacilityProjectList.ProductionSupportFacility.FacilityList.record.partial.fields","value.EndItemSupportedModel.FacilityProject.FacilityProjectList.ProductionSupportFacility.FacilityList.record.partial.fields","value.Number.FacilityProject.FacilityProjectList.ProductionSupportFacility.FacilityList.record.partial.fields","value.InitialProjectAward.MilestoneList.FacilityProject.FacilityProjectList.ProductionSupportFacility.FacilityList.record.partial.fields","value.ProveOutBegins.MilestoneList.FacilityProject.FacilityProjectList.ProductionSupportFacility.FacilityList.record.partial.fields","value.FinalProjectAward.MilestoneList.FacilityProject.FacilityProjectList.ProductionSupportFacility.FacilityList.record.partial.fields","value.ProveOutComplete.MilestoneList.FacilityProject.FacilityProjectList.ProductionSupportFacility.FacilityList.record.partial.fields","value.EquipmentInstallationComplete.MilestoneList.FacilityProject.FacilityProjectList.ProductionSupportFacility.FacilityList.record.partial.fields","value.Title.FacilityProject.FacilityProjectList.ProductionSupportFacility.FacilityList.record.partial.fields","value.TotalCost.PriorYear.Equipment.CostElementList.FacilityProject.FacilityProjectList.ProductionSupportFacility.FacilityList.record.partial.fields","value.TotalCost.CurrentYear.Equipment.CostElementList.FacilityProject.FacilityProjectList.ProductionSupportFacility.FacilityList.record.partial.fields","value.TotalCost.BudgetYearOne.Equipment.CostElementList.FacilityProject.FacilityProjectList.ProductionSupportFacility.FacilityList.record.partial.fields","value.TotalCost.BudgetYearOneBase.Equipment.CostElementList.FacilityProject.FacilityProjectList.ProductionSupportFacility.FacilityList.record.partial.fields","value.Name.ProductionSupportFacility.FacilityList.record.partial.fields","value.Location.ProductionSupportFacility.FacilityList.record.partial.fields","value.Type.ProductionSupportFacility.FacilityList.record.partial.fields","value.TotalCost.CurrentYear.Cost.FacilityProject.FacilityProjectList.LayawayFacility.FacilityList.record.partial.fields","value.TotalCost.PriorYear.Cost.FacilityProject.FacilityProjectList.LayawayFacility.FacilityList.record.partial.fields","value.TotalCost.BudgetYearOne.Cost.FacilityProject.FacilityProjectList.LayawayFacility.FacilityList.record.partial.fields","value.TotalCost.BudgetYearOneBase.Cost.FacilityProject.FacilityProjectList.LayawayFacility.FacilityList.record.partial.fields","value.TotalCost.AllPriorYears.Cost.FacilityProject.FacilityProjectList.LayawayFacility.FacilityList.record.partial.fields","value.Title.FacilityProject.FacilityProjectList.LayawayFacility.FacilityList.record.partial.fields","value.Number.FacilityProject.FacilityProjectList.LayawayFacility.FacilityList.record.partial.fields","value.Name.LayawayFacility.FacilityList.record.partial.fields","value.Location.LayawayFacility.FacilityList.record.partial.fields","value.Type.LayawayFacility.FacilityList.record.partial.fields","value.TotalCost.PriorYear.EquipmentInstallation.CostElementList.FacilityProject.FacilityProjectList.ProductionSupportFacility.FacilityList.record.partial.fields","value.TotalCost.CurrentYear.EquipmentInstallation.CostElementList.FacilityProject.FacilityProjectList.ProductionSupportFacility.FacilityList.record.partial.fields","value.TotalCost.BudgetYearOne.EquipmentInstallation.CostElementList.FacilityProject.FacilityProjectList.ProductionSupportFacility.FacilityList.record.partial.fields","value.TotalCost.BudgetYearOneBase.EquipmentInstallation.CostElementList.FacilityProject.FacilityProjectList.ProductionSupportFacility.FacilityList.record.partial.fields","value.TotalCost.PriorYear.Other.CostElementList.FacilityProject.FacilityProjectList.ProductionSupportFacility.FacilityList.record.partial.fields","value.TotalCost.CurrentYear.Other.CostElementList.FacilityProject.FacilityProjectList.ProductionSupportFacility.FacilityList.record.partial.fields","value.TotalCost.BudgetYearOne.Other.CostElementList.FacilityProject.FacilityProjectList.ProductionSupportFacility.FacilityList.record.partial.fields","value.TotalCost.BudgetYearOneBase.Other.CostElementList.FacilityProject.FacilityProjectList.ProductionSupportFacility.FacilityList.record.partial.fields","value.TotalCost.PriorYear.Other.CostList.FacilityProject.FacilityProjectList.InactiveFacility.FacilityList.record.partial.fields","value.TotalCost.PriorYear.Total.CostList.FacilityProject.FacilityProjectList.InactiveFacility.FacilityList.record.partial.fields","value.TotalCost.CurrentYear.Total.CostList.FacilityProject.FacilityProjectList.InactiveFacility.FacilityList.record.partial.fields","value.TotalCost.BudgetYearOne.Total.CostList.FacilityProject.FacilityProjectList.InactiveFacility.FacilityList.record.partial.fields","value.TotalCost.BudgetYearOneBase.Total.CostList.FacilityProject.FacilityProjectList.InactiveFacility.FacilityList.record.partial.fields","value.TotalCost.BudgetYearOne.Environmental.CostList.FacilityProject.FacilityProjectList.InactiveFacility.FacilityList.record.partial.fields","value.TotalCost.BudgetYearOneBase.Environmental.CostList.FacilityProject.FacilityProjectList.InactiveFacility.FacilityList.record.partial.fields","value.TotalCost.CurrentYear.Environmental.CostList.FacilityProject.FacilityProjectList.InactiveFacility.FacilityList.record.partial.fields","value.TotalCost.BudgetYearOne.Maintenance.CostList.FacilityProject.FacilityProjectList.InactiveFacility.FacilityList.record.partial.fields","value.TotalCost.BudgetYearOneBase.Maintenance.CostList.FacilityProject.FacilityProjectList.InactiveFacility.FacilityList.record.partial.fields","value.TotalCost.CurrentYear.Maintenance.CostList.FacilityProject.FacilityProjectList.InactiveFacility.FacilityList.record.partial.fields","value.Type.FacilityProject.FacilityProjectList.InactiveFacility.FacilityList.record.partial.fields","value.Description.FacilityProject.FacilityProjectList.InactiveFacility.FacilityList.record.partial.fields","value.Contractor.FacilityProject.FacilityProjectList.InactiveFacility.FacilityList.record.partial.fields","value.Name.InactiveFacility.FacilityList.record.partial.fields","value.Location.InactiveFacility.FacilityList.record.partial.fields","value.Type.InactiveFacility.FacilityList.record.partial.fields","value.LayawayCost.FacilityProject.FacilityProjectList.LayawayFacility.FacilityList.record.partial.fields","value.Description.FacilityProject.FacilityProjectList.LayawayFacility.FacilityList.record.partial.fields","value.Name.ProductionLinesLayaway.FacilityProject.FacilityProjectList.LayawayFacility.FacilityList.record.partial.fields","value.Location.ProductionLinesLayaway.FacilityProject.FacilityProjectList.LayawayFacility.FacilityList.record.partial.fields","value.ProductionEnd.FacilityProject.FacilityProjectList.LayawayFacility.FacilityList.record.partial.fields","value.TotalCost.PriorYear.Recurring.CostList.FacilityProject.FacilityProjectList.InactiveFacility.FacilityList.record.partial.fields","value.TotalCost.CurrentYear.Recurring.CostList.FacilityProject.FacilityProjectList.InactiveFacility.FacilityList.record.partial.fields","value.TotalCost.BudgetYearOne.Recurring.CostList.FacilityProject.FacilityProjectList.InactiveFacility.FacilityList.record.partial.fields","value.TotalCost.BudgetYearOneBase.Recurring.CostList.FacilityProject.FacilityProjectList.InactiveFacility.FacilityList.record.partial.fields","value.TotalCost.PriorYear.Environmental.CostList.FacilityProject.FacilityProjectList.InactiveFacility.FacilityList.record.partial.fields","value.TotalCost.PriorYear.Maintenance.CostList.FacilityProject.FacilityProjectList.InactiveFacility.FacilityList.record.partial.fields","value.FinalDesignComplete.MilestoneList.FacilityProject.FacilityProjectList.ProductionSupportFacility.FacilityList.record.partial.fields","value.ConstructionComplete.MilestoneList.FacilityProject.FacilityProjectList.ProductionSupportFacility.FacilityList.record.partial.fields","value.TotalCost.BudgetYearOne.Construction.CostElementList.FacilityProject.FacilityProjectList.ProductionSupportFacility.FacilityList.record.partial.fields","value.TotalCost.BudgetYearOneBase.Construction.CostElementList.FacilityProject.FacilityProjectList.ProductionSupportFacility.FacilityList.record.partial.fields","value.TotalCost.BudgetYearOne.OtherInHouseSupport.CostElementList.FacilityProject.FacilityProjectList.ProductionSupportFacility.FacilityList.record.partial.fields","value.TotalCost.BudgetYearOneBase.OtherInHouseSupport.CostElementList.FacilityProject.FacilityProjectList.ProductionSupportFacility.FacilityList.record.partial.fields","value.TotalCost.PriorYear.ContractorSupport.CostElementList.FacilityProject.FacilityProjectList.ProductionSupportFacility.FacilityList.record.partial.fields","value.TotalCost.BudgetYearOne.ContractorSupport.CostElementList.FacilityProject.FacilityProjectList.ProductionSupportFacility.FacilityList.record.partial.fields","value.TotalCost.BudgetYearOneBase.ContractorSupport.CostElementList.FacilityProject.FacilityProjectList.ProductionSupportFacility.FacilityList.record.partial.fields","value.TotalCost.PriorYear.Construction.CostElementList.FacilityProject.FacilityProjectList.ProductionSupportFacility.FacilityList.record.partial.fields","value.TotalCost.PriorYear.OtherInHouseSupport.CostElementList.FacilityProject.FacilityProjectList.ProductionSupportFacility.FacilityList.record.partial.fields","value.TotalCost.CurrentYear.Construction.CostElementList.FacilityProject.FacilityProjectList.ProductionSupportFacility.FacilityList.record.partial.fields","value.TotalCost.PriorYear.CorpsOfEngineersSupport.CostElementList.FacilityProject.FacilityProjectList.ProductionSupportFacility.FacilityList.record.partial.fields","value.TotalCost.CurrentYear.OtherInHouseSupport.CostElementList.FacilityProject.FacilityProjectList.ProductionSupportFacility.FacilityList.record.partial.fields","value.TotalCost.CurrentYear.CorpsOfEngineersSupport.CostElementList.FacilityProject.FacilityProjectList.ProductionSupportFacility.FacilityList.record.partial.fields","value.TotalCost.CurrentYear.ContractorSupport.CostElementList.FacilityProject.FacilityProjectList.ProductionSupportFacility.FacilityList.record.partial.fields","value.ConceptDesignComplete.MilestoneList.FacilityProject.FacilityProjectList.ProductionSupportFacility.FacilityList.record.partial.fields",
"504b03a3de34fdf86a5fce41dc6fe940","2016","2015-02-03T15:54:03+00:00","1422978843","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2016.xml","procurement-base","2016","2.626","3.008","2.978","2.978","FY 2016 Base procurement dollars in the amount of $2.978 million support production capability for missile end items and Iowa and Radford Army Ammunition Plants (AAPs).  At Iowa AAP it supports projects on Line 4B to include replacement of the existing environmental chamber used during the test fire process construction of a new compressor facility and replacement of control systems for warhead presses. The effort will also renovate deteriorated structural elements on active production buildings on Line 1-10.  At Radford AAP it will construct and commission new hydraulic power units to control the extrusion process of carpet rolls (solventless propellant) into propellant grains sticks or small grain configurations.","Production Support","Missile Warheads Rocket Motors","6XX5333","2016-03","2017-02","2016-05","2017-09","2017-08","PIF for Other (RN08 - Production Base)","1.869","0.738","1.295","1.295","Iowa AAP; Radford AAP","Middletown IA; Radford VA","GOCO","","","","","","","","","","","0.125","0.378","1.042","1.042","0.078","0.285","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2017-11","0.486","0.486","","","0.069","0.155","0.155","0.485","","1.385","","","","0.222","",
"504b03a3de34fdf86a5fce41dc6fe940","2016","2015-02-03T15:54:03+00:00","1422978843","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2016.xml","procurement-base","2016","2.051","1.702","1.726","1.726","FY 2016 Base procurement dollars in the amount of $1.726 million support the following:  Procures a Non-Track Digital Instrumentation System (NTDIS) which is a mobile video broadcast van with equipment capable of near real time viewing recording processing and remote network control of high-speed video data collected at missile launch sites; multiple types of sensors that collect record and analyze the physical environments (vibration shock displacement pressure temperature & acoustics) on and near the Launcher during weapon firing events; test equipment and radar simulators required to test radar transponders used in missile tracking and flight safety and portable measuring equipment visual inspection equipment dynamic balancing instrumentation and moment of inertia measuring equipment used for dimensional metrology inspection of missile components in the laboratory.","Production Support","Testing of Missile Systems","6XXXXXX","2015-12","","2016-03","","2016-12","PIF FOR OTHER (RL07 - Test & Evaluation Instrumentation)","2.051","1.702","1.726","1.726","Redstone Tech Test Center; White Sands Test Center","Huntsville AL; White Sands Missile Range NM","GOGO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"3ccb8294f756e56fc16f868dc9f881e0","2016","2015-02-03T15:54:06+00:00","1422978846","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2016.xml","procurement-base","2016","0.567","5.501","5.367","5.367","","Production Support","","U6037","","","","","","Production Base Support - Lima","","","","","Production Base Support - Lima","Lima OH","GOCO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.367","5.367","","","","","","0.567","","5.501","","","","","",
"3ccb8294f756e56fc16f868dc9f881e0","2016","2015-02-03T15:54:06+00:00","1422978846","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2016.xml","procurement-base","2016","0.377","0.377","0.512","0.512","","Production Support","","U6040","","","","","","Production Base Support - Scranton","","","","","Production Base Support - Scranton","Scranton PA","COCO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.512","0.512","","","","","","0.377","","0.377","","","","","",
"3ccb8294f756e56fc16f868dc9f881e0","2016","2015-02-03T15:54:06+00:00","1422978846","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2016.xml","procurement-base","2016","0.6","0.6","0.6","0.6","","Production Support","","U4282","","","","","","TACOM LCMC Production Base Spt Program","","","","","TACOM LCMC Production Base Spt Program","TACOM","GOGO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6","0.6","","","","","","0.6","","0.6","","","","","",
"35fd9f933676eb56a5a5b283090783ef","2016","2015-02-05T16:07:53+00:00","1423152473","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2016.xml","procurement-base","2016","9.79","","","","Procurement dollars in the amount of $9.790 million support modernization of the Nitroguanidine (NQ) Recrystallization process in building G-4 at Holston Army Ammunition Plant.  Antiquated processing equipment obsolete instrumentation controls and out-dated processing methods are incapable of satisfying future production requirements.  This project also includes modernization of the building infrastructure safety improvements and maintains environmental compliance.  NQ is a critical ingredient in the production of insensitive munitions explosives.","Production Support","Dinitroanisole (DNAN) Nitrotriazalone (NTO)","5143676","2014-08","2017-08","2014-08","2017-11","2017-08","Building G-4 Infrastructure Improvements","2.359","","","","","","","","","","","","","","","","","1.656","","","","0.788","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2015-03","2017-08","","","","","","","","4.862","0.125","","","","","","",
"35fd9f933676eb56a5a5b283090783ef","2016","2015-02-05T16:07:53+00:00","1423152473","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2016.xml","procurement-base","2016","","","108.593","108.593","FY 2016 Base procurement dollars in the amount of $108.593 million support construction of a Nitric Acid Concentrator / Sulfuric Acid Concentrator (NAC/SAC) facility at Holston Army Ammunition Plant (AAP).  This facility will recover the spent acid used in IM Explosives (IMX)-101 IMX-104 manufacturing and other Dinitroanisole and Nitrotriazalone IMX bases.  This project will provide Holston AAP with the capability to reconcentrate spent nitric acid in order to avoid ammonia nitrate waste disposal costs.  Additionally the new facility mitigates a critical supply chain issue in the production of strong nitric acid within the National Technology and Industrial Base.","Production Support","IM Explosives (IMX)-101 IMX-104 Picatinny Arsenal Expl (PAX)","5163673","2013-09","2018-11","2016-01","2019-01","2018-07","Insensitive Munitions (IM) Weak Nitric Acid Recovery (NAC/SAC)","","","46.623","46.623","","","","","","","","","","","","","","","","10.376","10.376","","","6.366","6.366","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2015-07","2018-07","38.586","38.586","0.25","0.25","","6.392","6.392","","","","","","","","2014-07",
"35fd9f933676eb56a5a5b283090783ef","2016","2015-02-05T16:07:53+00:00","1423152473","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2016.xml","procurement-base","2016","","1.178","","","Procurement dollars in the amount of $1.178 million support effort to design purchase and install equipment to improve explosives material transfer to and from Building J-3 at Holston Army Ammunition Plant.  This effort will also support purchase of auxiliary equipment and provide necessary utilities and repairs to allow explosive materials to be efficiently transferred to and from the process building.","Production Support","Research & Development Explosives (RDX) High Melt Explosives (HMX)","5153747","2015-03","2015-11","2015-03","2015-11","2015-11","Material Transfer Improvements for Building J-3","","0.086","","","","","","","","","","","","","","","","","0.124","","","","0.12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2015-09","2015-09","","","","","","","","","","0.848","","","","","",
"35fd9f933676eb56a5a5b283090783ef","2016","2015-02-05T16:07:53+00:00","1423152473","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2016.xml","procurement-base","2016","","0.564","","","Procurement dollars in the amount of $0.564 million support sewer diagnostic and field investigation to assess the condition of the industrial and sanitary wastewater pipelines at Holston Army Ammunition Plant.  This engineering survey will identify defects in the wastewater pipelines and infiltration/inflow sources and recommend infrastructure upgrades to maintain safety and environmental compliance.","Production Support","Research & Development Explosives (RDX) High Melt Explosives (HMX)","5153668","2015-04","","2015-04","","","Sewer and Industrial Wastewater Conditioning","","","","","","","","","","","","","","","","","","","","","","","0.529","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.035","","","",
"35fd9f933676eb56a5a5b283090783ef","2016","2015-02-05T16:07:53+00:00","1423152473","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2016.xml","procurement-base","2016","","11.411","","","Procurement dollars in the amount of $11.411 million support modernization effort to provide Holston Army Ammunition Plant (AAP) with a primary settling and equalization basin.  The basin will provide settling storage wasteload distribution and operational reliability for the Industrial Waste Water Treatment Facility.  This effort will increase Holston AAP's capacity to treat industrial waste water and maintain compliance with the Clean Water Act.","Production Support","Research & Development Explosives (RDX) High Melt Explosives (HMX)","5153296","2015-09","2017-04","2015-09","2017-05","2017-03","Industrial Wastewater Settling and Equalization Basin #1","","1.944","","","","","","","","","","","","","","","","","1.237","","","","1.092","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2015-07","2016-09","","","","","","","","","","7.013","","0.125","","","",
"35fd9f933676eb56a5a5b283090783ef","2016","2015-02-05T16:07:53+00:00","1423152473","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2016.xml","procurement-base","2016","9.723","8.565","","","Procurement dollars in the amount of $8.565 million support second phase to increase the treatment capacity of nitrates and RDX at Holston Army Ammunition Plant's Wastewater Treatment Facility.  The implementation of this project will ensure compliance with the National Pollutant Discharge Elimination System permit.  This effort will also include upgrades to supporting infrastructure such as pumps agitators piping power and control systems.","Production Support","Research&Development Expl(RDX)High Melt Expl(HMX)Insensitive Mun Exp(IMX)","51X3757","2014-09","2018-01","2015-08","2018-04","2017-12","Install Additional Anoxic Basins (Building 221)","2.965","2.299","","","","","","","","","","","","","","","","5.946","5.444","","","0.742","0.657","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2015-12","","","","","","","","","","0.07","","","0.165","","","",
