"id","fiscal_year.meta.partial.fields","timestamp_iso8601.meta.partial.fields","timestamp.meta.partial.fields","source.meta.partial.fields","data_type.meta.partial.fields","catalog.meta.partial.fields","classification.meta.partial.fields","source_filename.meta.partial.fields","resource.meta.partial.fields","type.meta.partial.fields","value.CostType.record.partial.fields","value.TotalCost.PriorYear.Cost.FacilityProject.FacilityProjectList.ProductionSupportFacility.FacilityList.record.partial.fields","value.TotalCost.CurrentYear.Cost.FacilityProject.FacilityProjectList.ProductionSupportFacility.FacilityList.record.partial.fields","value.TotalCost.BudgetYearOne.Cost.FacilityProject.FacilityProjectList.ProductionSupportFacility.FacilityList.record.partial.fields","value.TotalCost.BudgetYearOneBase.Cost.FacilityProject.FacilityProjectList.ProductionSupportFacility.FacilityList.record.partial.fields","value.NarrativeExplanation.FacilityProject.FacilityProjectList.ProductionSupportFacility.FacilityList.record.partial.fields","@projectCategoryName.FacilityProject.FacilityProjectList.ProductionSupportFacility.FacilityList.record.partial.fields","value.EndItemSupportedModel.FacilityProject.FacilityProjectList.ProductionSupportFacility.FacilityList.record.partial.fields","value.Number.FacilityProject.FacilityProjectList.ProductionSupportFacility.FacilityList.record.partial.fields","value.InitialProjectAward.MilestoneList.FacilityProject.FacilityProjectList.ProductionSupportFacility.FacilityList.record.partial.fields","value.FinalProjectAward.MilestoneList.FacilityProject.FacilityProjectList.ProductionSupportFacility.FacilityList.record.partial.fields","value.EquipmentInstallationComplete.MilestoneList.FacilityProject.FacilityProjectList.ProductionSupportFacility.FacilityList.record.partial.fields","value.Title.FacilityProject.FacilityProjectList.ProductionSupportFacility.FacilityList.record.partial.fields","value.TotalCost.PriorYear.Equipment.CostElementList.FacilityProject.FacilityProjectList.ProductionSupportFacility.FacilityList.record.partial.fields","value.TotalCost.CurrentYear.Equipment.CostElementList.FacilityProject.FacilityProjectList.ProductionSupportFacility.FacilityList.record.partial.fields","value.TotalCost.BudgetYearOne.Equipment.CostElementList.FacilityProject.FacilityProjectList.ProductionSupportFacility.FacilityList.record.partial.fields","value.TotalCost.BudgetYearOneBase.Equipment.CostElementList.FacilityProject.FacilityProjectList.ProductionSupportFacility.FacilityList.record.partial.fields","value.Name.ProductionSupportFacility.FacilityList.record.partial.fields","value.Location.ProductionSupportFacility.FacilityList.record.partial.fields","value.Type.ProductionSupportFacility.FacilityList.record.partial.fields","value.ProveOutBegins.MilestoneList.FacilityProject.FacilityProjectList.ProductionSupportFacility.FacilityList.record.partial.fields","value.ConstructionComplete.MilestoneList.FacilityProject.FacilityProjectList.ProductionSupportFacility.FacilityList.record.partial.fields","value.ProveOutComplete.MilestoneList.FacilityProject.FacilityProjectList.ProductionSupportFacility.FacilityList.record.partial.fields","value.TotalCost.BudgetYearOne.Other.CostElementList.FacilityProject.FacilityProjectList.ProductionSupportFacility.FacilityList.record.partial.fields","value.TotalCost.BudgetYearOneBase.Other.CostElementList.FacilityProject.FacilityProjectList.ProductionSupportFacility.FacilityList.record.partial.fields","value.TotalCost.PriorYear.ContractorSupport.CostElementList.FacilityProject.FacilityProjectList.ProductionSupportFacility.FacilityList.record.partial.fields","value.TotalCost.CurrentYear.ContractorSupport.CostElementList.FacilityProject.FacilityProjectList.ProductionSupportFacility.FacilityList.record.partial.fields","value.TotalCost.BudgetYearOne.ContractorSupport.CostElementList.FacilityProject.FacilityProjectList.ProductionSupportFacility.FacilityList.record.partial.fields","value.TotalCost.BudgetYearOneBase.ContractorSupport.CostElementList.FacilityProject.FacilityProjectList.ProductionSupportFacility.FacilityList.record.partial.fields","value.TotalCost.BudgetYearOne.Construction.CostElementList.FacilityProject.FacilityProjectList.ProductionSupportFacility.FacilityList.record.partial.fields","value.TotalCost.BudgetYearOneBase.Construction.CostElementList.FacilityProject.FacilityProjectList.ProductionSupportFacility.FacilityList.record.partial.fields","value.TotalCost.PriorYear.Construction.CostElementList.FacilityProject.FacilityProjectList.ProductionSupportFacility.FacilityList.record.partial.fields","value.TotalCost.PriorYear.EquipmentInstallation.CostElementList.FacilityProject.FacilityProjectList.ProductionSupportFacility.FacilityList.record.partial.fields","value.TotalCost.CurrentYear.EquipmentInstallation.CostElementList.FacilityProject.FacilityProjectList.ProductionSupportFacility.FacilityList.record.partial.fields","value.TotalCost.BudgetYearOne.EquipmentInstallation.CostElementList.FacilityProject.FacilityProjectList.ProductionSupportFacility.FacilityList.record.partial.fields","value.TotalCost.BudgetYearOneBase.EquipmentInstallation.CostElementList.FacilityProject.FacilityProjectList.ProductionSupportFacility.FacilityList.record.partial.fields","value.TotalCost.CurrentYear.Cost.FacilityProject.FacilityProjectList.LayawayFacility.FacilityList.record.partial.fields","value.TotalCost.PriorYear.Cost.FacilityProject.FacilityProjectList.LayawayFacility.FacilityList.record.partial.fields","value.TotalCost.BudgetYearOne.Cost.FacilityProject.FacilityProjectList.LayawayFacility.FacilityList.record.partial.fields","value.TotalCost.BudgetYearOneBase.Cost.FacilityProject.FacilityProjectList.LayawayFacility.FacilityList.record.partial.fields","value.TotalCost.AllPriorYears.Cost.FacilityProject.FacilityProjectList.LayawayFacility.FacilityList.record.partial.fields","value.Title.FacilityProject.FacilityProjectList.LayawayFacility.FacilityList.record.partial.fields","value.Number.FacilityProject.FacilityProjectList.LayawayFacility.FacilityList.record.partial.fields","value.Name.LayawayFacility.FacilityList.record.partial.fields","value.Location.LayawayFacility.FacilityList.record.partial.fields","value.Type.LayawayFacility.FacilityList.record.partial.fields","value.TotalCost.PriorYear.Other.CostElementList.FacilityProject.FacilityProjectList.ProductionSupportFacility.FacilityList.record.partial.fields","value.TotalCost.CurrentYear.Other.CostElementList.FacilityProject.FacilityProjectList.ProductionSupportFacility.FacilityList.record.partial.fields","value.TotalCost.PriorYear.Total.CostList.FacilityProject.FacilityProjectList.InactiveFacility.FacilityList.record.partial.fields","value.TotalCost.CurrentYear.Total.CostList.FacilityProject.FacilityProjectList.InactiveFacility.FacilityList.record.partial.fields","value.TotalCost.BudgetYearOne.Total.CostList.FacilityProject.FacilityProjectList.InactiveFacility.FacilityList.record.partial.fields","value.TotalCost.BudgetYearOneBase.Total.CostList.FacilityProject.FacilityProjectList.InactiveFacility.FacilityList.record.partial.fields","value.TotalCost.PriorYear.Maintenance.CostList.FacilityProject.FacilityProjectList.InactiveFacility.FacilityList.record.partial.fields","value.TotalCost.CurrentYear.Maintenance.CostList.FacilityProject.FacilityProjectList.InactiveFacility.FacilityList.record.partial.fields","value.TotalCost.BudgetYearOne.Maintenance.CostList.FacilityProject.FacilityProjectList.InactiveFacility.FacilityList.record.partial.fields","value.TotalCost.BudgetYearOneBase.Maintenance.CostList.FacilityProject.FacilityProjectList.InactiveFacility.FacilityList.record.partial.fields","value.TotalCost.BudgetYearOne.Environmental.CostList.FacilityProject.FacilityProjectList.InactiveFacility.FacilityList.record.partial.fields","value.TotalCost.BudgetYearOneBase.Environmental.CostList.FacilityProject.FacilityProjectList.InactiveFacility.FacilityList.record.partial.fields","value.TotalCost.CurrentYear.Environmental.CostList.FacilityProject.FacilityProjectList.InactiveFacility.FacilityList.record.partial.fields","value.Type.FacilityProject.FacilityProjectList.InactiveFacility.FacilityList.record.partial.fields","value.Description.FacilityProject.FacilityProjectList.InactiveFacility.FacilityList.record.partial.fields","value.Contractor.FacilityProject.FacilityProjectList.InactiveFacility.FacilityList.record.partial.fields","value.Name.InactiveFacility.FacilityList.record.partial.fields","value.Location.InactiveFacility.FacilityList.record.partial.fields","value.Type.InactiveFacility.FacilityList.record.partial.fields","value.LayawayCost.FacilityProject.FacilityProjectList.LayawayFacility.FacilityList.record.partial.fields","value.Name.ProductionLinesLayaway.FacilityProject.FacilityProjectList.LayawayFacility.FacilityList.record.partial.fields","value.Description.FacilityProject.FacilityProjectList.LayawayFacility.FacilityList.record.partial.fields","value.Location.ProductionLinesLayaway.FacilityProject.FacilityProjectList.LayawayFacility.FacilityList.record.partial.fields","value.TotalCost.CurrentYear.Recurring.CostList.FacilityProject.FacilityProjectList.InactiveFacility.FacilityList.record.partial.fields","value.TotalCost.PriorYear.Recurring.CostList.FacilityProject.FacilityProjectList.InactiveFacility.FacilityList.record.partial.fields","value.TotalCost.BudgetYearOne.Recurring.CostList.FacilityProject.FacilityProjectList.InactiveFacility.FacilityList.record.partial.fields","value.TotalCost.BudgetYearOneBase.Recurring.CostList.FacilityProject.FacilityProjectList.InactiveFacility.FacilityList.record.partial.fields","value.TotalCost.PriorYear.Environmental.CostList.FacilityProject.FacilityProjectList.InactiveFacility.FacilityList.record.partial.fields","value.FinalDesignComplete.MilestoneList.FacilityProject.FacilityProjectList.ProductionSupportFacility.FacilityList.record.partial.fields","value.TotalCost.BudgetYearOne.OtherInHouseSupport.CostElementList.FacilityProject.FacilityProjectList.ProductionSupportFacility.FacilityList.record.partial.fields","value.TotalCost.BudgetYearOneBase.OtherInHouseSupport.CostElementList.FacilityProject.FacilityProjectList.ProductionSupportFacility.FacilityList.record.partial.fields","value.TotalCost.CurrentYear.Construction.CostElementList.FacilityProject.FacilityProjectList.ProductionSupportFacility.FacilityList.record.partial.fields","value.TotalCost.PriorYear.OtherInHouseSupport.CostElementList.FacilityProject.FacilityProjectList.ProductionSupportFacility.FacilityList.record.partial.fields","value.TotalCost.CurrentYear.OtherInHouseSupport.CostElementList.FacilityProject.FacilityProjectList.ProductionSupportFacility.FacilityList.record.partial.fields",
"03c47f138725bff4369b75c13d25fa09","2014","2014-12-16T06:08:23+00:00","1418710103","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2014.xml","procurement-base","2014","AB","0.284","0.334","0.567","0.567","","Production Support","","U6037","","","","Production Base Support - Lima","","","","","Production Base Support - Lima","TACOM","GOCO","","","","","","","","","","0.567","0.567","0.284","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.334","","",
"03c47f138725bff4369b75c13d25fa09","2014","2014-12-16T06:08:23+00:00","1418710103","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2014.xml","procurement-base","2014","AB","0.189","0.222","0.377","0.377","","Production Support","","U6040","","","","Production Base Support - Scranton","","","","","Production Base Support - Scranton","TACOM","COCO","","","","","","","","","","0.377","0.377","0.189","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.222","","",
"03c47f138725bff4369b75c13d25fa09","2014","2014-12-16T06:08:23+00:00","1418710103","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2014.xml","procurement-base","2014","AB","0.6","0.589","0.6","0.6","","Production Support","","U4282","","","","TACOM LCMC Production Base Spt Program","","","","","TACOM LCMC Production Base Spt Program","TACOM","","","","","","","","","","","0.6","0.6","0.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.589","","",
"2a160a3d2dd2298d22bb0459cbdace44","2014","2014-12-16T06:08:38+00:00","1418710118","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2014.xml","procurement-base","2014","AB","","","5.891","5.891","FY 2014 Base procurement dollars in the amount of $5.891 million support effort to improve change house facilities restrooms showers and lockers.  It will also provide ventilation and air conditioning for change house facilities.  This effort will improve the quality of work environment at Holston Army Ammunition Plant.  This is a new start for FY 2014.","Production Support","Research & Development Explosives (RDX) High Melt Explosives (HMX)","5143629","2014-03","2014-03","2016-01","Modernize Employee Change House Facilities","","","2.493","2.493","","","","2016-02","2015-11","2016-03","0.941","0.941","","","0.417","0.417","2.04","2.04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2014-11","","","","","",
"2a160a3d2dd2298d22bb0459cbdace44","2014","2014-12-16T06:08:38+00:00","1418710118","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2014.xml","procurement-base","2014","AB","","5.396","","","FY 2013 Base procurement dollars in the amount of $5.396 million support the purchase and installation of modern technology and auxiliary equipment for the vacuum drying facility at Holston Army Ammunition Plant (AAP).  All coated explosive products manufactured at Holston AAP require a drying step prior to packaging in order to meet product moisture specifications.  The existing drying process is inefficient obsolete and failing.  The modernized process will improve energy efficiencies reduce operation costs and improve product quality.","Production Support","Research & Development Explosives (RDX)/High Melt Explosives (HMX)","5XX3298","2013-04","2013-04","2014-07","Vacuum Drying Capability Premix/Plastic Bonded Explosive (PBX)","","1.652","","","","","","2014-07","","2014-10","","","","0.471","","","","","","","2.151","","","","","","","","","","","","","","0.374","","","","","","","","","","","","","","","","","","","","","","","","","","","2012-05","","","0.651","","0.097",
"2a160a3d2dd2298d22bb0459cbdace44","2014","2014-12-16T06:08:38+00:00","1418710118","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2014.xml","procurement-base","2014","AB","","24.281","","","FY 2013 Base procurement dollars in the amount of $24.281 million support the procurement and installation of an Insensitive Munitions Explosive (IMX) Ingredients manufacturing facility at Holston Army Ammunition Plant (AAP).  This facility will provide sufficient production capacity to meet future requirements of IMX-101 and IMX-104.  Holston AAP currently does not have the capability to meet the new IM production requirements.","Production Support","IMX-101 IMX-104","5XX3528","2013-08","2013-08","2014-12","Insensitive Munitions Explosive (IMX) Ingredients Manufacturing","","9.307","","","","","","2015-01","2014-03","2015-08","","","","1.728","","","","","","","3.305","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2013-04","","","9.499","","0.442",
"2a160a3d2dd2298d22bb0459cbdace44","2014","2014-12-16T06:08:38+00:00","1418710118","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2014.xml","procurement-base","2014","AB","","","9.79","9.79","FY 2014 Base procurement dollars in the amount of $9.790 million support modernization of Nitroguanidine (NQ) Recrystallization process in building G-4 at Holston Army Ammunition Plant.  Antiquated processing equipment obsolete instrumentation controls and out-dated processing methods are incapable of satisfying future production requirements.  This project modernizes the NQ production area.  NQ is a critical ingredient in the production of insensitive munitions explosives.  This is a new start for FY 2014.","Production Support","Dinitroanisole (DNAN) Nitrotriazalone (NTO)","5143676","2014-05","2014-05","2016-05","Building G-4 Nitroguanidine (NQ) Recrystallization","","","2.342","2.342","","","","2016-06","2016-05","2016-09","","","","","0.915","0.915","4.847","4.847","","","","1.686","1.686","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2015-05","","","","","",
"2a160a3d2dd2298d22bb0459cbdace44","2014","2014-12-16T06:08:38+00:00","1418710118","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2014.xml","procurement-base","2014","AB","5.905","","","","Procurement dollars in the amount of $5.905 million support the design and installation of new alarm and deluge systems in production and service support buildings at Holston Army Ammunition Plant.  The existing alarm systems do not comply with safety standards operate with obsolete equipment and lack automated notification.  The current fire alarm system poses a safety risk to personnel and loss of government property.  This project will provide timely notification of fire emergencies in the operating and production support buildings improve personnel safety and reduce the risk of property damage.","Production Support","Research & Development Explosives (RDX)/High Melt Explosives","5123163","2012-09","2012-09","2013-12","Fire Alarm System & Deluge System Upgrades","2.134","","","","","","","2014-01","2013-12","2014-02","","","0.38","","","","","","2.76","0.205","","","","","","","","","","","","","","0.426","","","","","","","","","","","","","","","","","","","","","","","","","","","","2013-02","","","","","",
"2a160a3d2dd2298d22bb0459cbdace44","2014","2014-12-16T06:08:38+00:00","1418710118","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2014.xml","procurement-base","2014","AB","5.434","","","","Procurement dollars in the amount of $5.434 million support the replacement of the process tanks at Holston Army Ammunition Plant.  The existing tanks have been in service for over 30 years; tank failures create safety hazards and cause extensive equipment damage and production interruptions.  Implementation of new process tanks and mixing technology will significantly reduce the risk of catastrophic tank/equipment failure related to the age and degradation of the tanks.  It will also lead to decreased downtime and efficient maintenance repair techniques.  Energy savings will be achieved through improved insulation techniques on the tanks and upgrades to the steam systems that supply heat to the process tanks.","Production Support","Research & Development Explosives (RDX)/High Melt Explosives (HMX)","5123297","2013-03","2013-03","2015-08","Process Tank Replacements","2.038","","","","","","","2015-08","2015-08","2015-09","","","0.433","","","","","","2.123","0.266","","","","","","","","","","","","","","0.574","","","","","","","","","","","","","","","","","","","","","","","","","","","","2013-06","","","","","",
"2a160a3d2dd2298d22bb0459cbdace44","2014","2014-12-16T06:08:38+00:00","1418710118","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2014.xml","procurement-base","2014","AB","","1.41","","","FY 2013 Base procurement dollars in the amount of $1.410 million support design and installation of a pilot unit to treat Dinitroanisole (DNAN) and Nitrotriazalone (NTO) wastewater treatment at Holston Army Ammunition Plant.  This project will provide the data to purchase and install equipment for pilot scale testing.  DNAN and NTO nitration produces waste that requires additional treatment.","Production Support","2 4-Dinitroanisole (DNAN); 3-Nitro-1 2 4-Triazol-5-One (NTO)","5133563","2013-06","2013-06","2014-09","Dinitroanisole (DNAN) & Nitrotriazalone (NTO) Wastewater Treatment Removal","","0.888","","","","","","2014-10","","2014-12","","","","0.06","","","","","","","","","","","","","","","","","","","","","0.182","","","","","","","","","","","","","","","","","","","","","","","","","","","2014-03","","","0.254","","0.026",
"2a160a3d2dd2298d22bb0459cbdace44","2014","2014-12-16T06:08:38+00:00","1418710118","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2014.xml","procurement-base","2014","AB","","1.095","","","FY 2013 Base procurement dollars in the amount of $1.095 million support preliminary design of pump grinding technologies for production of High Melt Explosives (HMX) B/2 and HMX B/5 while improving safety quality and capability for these growing products.","Production Support","CXM-11 CXM-9 CXM-10 TYII LX-14 PAX-2A PAX-3 PAX-48 PBX9501 PBXN-9","5133578","2013-08","2013-08","","Mitigate High Melt Explosives (HMX) Pump Grinding Technology (Predesign)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.095","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
