"id","catalog.meta","resource.meta","type.meta","data_type.meta","timestamp.meta","timestamp_iso8601.meta","source.meta","source_filename.meta","fiscal_year.meta","classification.meta","@monetaryUnit.record","value.ProgramElementNumber.record","value.ProgramElementTitle.record","value.R1LineItemNumber.record","value.BudgetYear.record","value.BudgetCycle.record","value.SubmissionDate.record","value.ServiceAgencyName.record","value.AppropriationCode.record","value.AppropriationName.record","value.BudgetActivityNumber.record","value.BudgetActivityTitle.record","value.PriorYear.ProgramElementFunding.record","value.CurrentYear.ProgramElementFunding.record","value.BudgetYearOne.ProgramElementFunding.record","value.BudgetYearOneBase.ProgramElementFunding.record","value.BudgetYearOneOCO.ProgramElementFunding.record","value.BudgetYearTwo.ProgramElementFunding.record","value.BudgetYearThree.ProgramElementFunding.record","value.BudgetYearFour.ProgramElementFunding.record","value.BudgetYearFive.ProgramElementFunding.record","value.ProgramElementMissionDescription.record","value.ProjectNumber.Project.ProjectList.record","value.ProjectTitle.Project.ProjectList.record","value.PriorYear.ProjectFunding.Project.ProjectList.record","value.CurrentYear.ProjectFunding.Project.ProjectList.record","value.BudgetYearOne.ProjectFunding.Project.ProjectList.record","value.BudgetYearOneBase.ProjectFunding.Project.ProjectList.record","value.BudgetYearOneOCO.ProjectFunding.Project.ProjectList.record","value.BudgetYearTwo.ProjectFunding.Project.ProjectList.record","value.BudgetYearThree.ProjectFunding.Project.ProjectList.record","value.BudgetYearFour.ProjectFunding.Project.ProjectList.record","value.BudgetYearFive.ProjectFunding.Project.ProjectList.record","value.Name.CostCategoryGroup.CostCategoryGroupList.R3Exhibit.Project.ProjectList.record","value.Name.CostCategoryItem.CostCategoryItemList.CostCategoryGroup.CostCategoryGroupList.R3Exhibit.Project.ProjectList.record","value.FundingVehicle.CostCategoryItem.CostCategoryItemList.CostCategoryGroup.CostCategoryGroupList.R3Exhibit.Project.ProjectList.record","value.PerformingActivity.CostCategoryItem.CostCategoryItemList.CostCategoryGroup.CostCategoryGroupList.R3Exhibit.Project.ProjectList.record","value.PerformingActivityLocation.CostCategoryItem.CostCategoryItemList.CostCategoryGroup.CostCategoryGroupList.R3Exhibit.Project.ProjectList.record","value.TotalPreviousYears.Cost.CostCategoryItem.CostCategoryItemList.CostCategoryGroup.CostCategoryGroupList.R3Exhibit.Project.ProjectList.record","value.Amount.CurrentYear.Cost.CostCategoryItem.CostCategoryItemList.CostCategoryGroup.CostCategoryGroupList.R3Exhibit.Project.ProjectList.record","value.Amount.BudgetYearOne.Cost.CostCategoryItem.CostCategoryItemList.CostCategoryGroup.CostCategoryGroupList.R3Exhibit.Project.ProjectList.record","value.Amount.BudgetYearOneBase.Cost.CostCategoryItem.CostCategoryItemList.CostCategoryGroup.CostCategoryGroupList.R3Exhibit.Project.ProjectList.record","value.AwardDate.BudgetYearOneBase.Cost.CostCategoryItem.CostCategoryItemList.CostCategoryGroup.CostCategoryGroupList.R3Exhibit.Project.ProjectList.record","value.Amount.BudgetYearOneOCO.Cost.CostCategoryItem.CostCategoryItemList.CostCategoryGroup.CostCategoryGroupList.R3Exhibit.Project.ProjectList.record","value.CostToComplete.Cost.CostCategoryItem.CostCategoryItemList.CostCategoryGroup.CostCategoryGroupList.R3Exhibit.Project.ProjectList.record","value.TotalCost.Cost.CostCategoryItem.CostCategoryItemList.CostCategoryGroup.CostCategoryGroupList.R3Exhibit.Project.ProjectList.record","value.TargetValue.Cost.CostCategoryItem.CostCategoryItemList.CostCategoryGroup.CostCategoryGroupList.R3Exhibit.Project.ProjectList.record","value.Amount.PriorYear.Cost.CostCategoryItem.CostCategoryItemList.CostCategoryGroup.CostCategoryGroupList.R3Exhibit.Project.ProjectList.record","value.AwardDate.PriorYear.Cost.CostCategoryItem.CostCategoryItemList.CostCategoryGroup.CostCategoryGroupList.R3Exhibit.Project.ProjectList.record","value.ContractMethod.CostCategoryItem.CostCategoryItemList.CostCategoryGroup.CostCategoryGroupList.R3Exhibit.Project.ProjectList.record","value.ContractType.CostCategoryItem.CostCategoryItemList.CostCategoryGroup.CostCategoryGroupList.R3Exhibit.Project.ProjectList.record","value.Remarks.CostCategoryGroup.CostCategoryGroupList.R3Exhibit.Project.ProjectList.record","value.AwardDate.BudgetYearOneOCO.Cost.CostCategoryItem.CostCategoryItemList.CostCategoryGroup.CostCategoryGroupList.R3Exhibit.Project.ProjectList.record","value.AwardDate.CurrentYear.Cost.CostCategoryItem.CostCategoryItemList.CostCategoryGroup.CostCategoryGroupList.R3Exhibit.Project.ProjectList.record",
"dd47fae362cf0a6e9e22f143611e480b","dodbudget","rdte-amended","2014","record","1418676852","2014-12-15T20:54:12+00:00","http://comptroller.defense.gov/budgetmaterials.aspx","RDTE_JustificationBook_Army_PBAmended_2014.xml","2014","public","Millions","0604622A","Family of Heavy Tactical Vehicles","87","2014","PBAmended","2013-05","Army","2040","Research Development Test & Evaluation Army","5","System Development & Demonstration (SDD)","5.239","3.077","28.321","21.321","7.000","14.511","7.741","7.034","7.000","This program element aligns system development and demonstration of Heavy Tactical Vehicles with Future Modular Force requirements to support combat and combat support missions.  These missions include the following: line haul local haul and unit resupply. These trucks transport water ammunition and general cargo over all terrain and throughout the battle-space.  Funding will also be used for developing the Army's next generation of tactical trucks as part of the Army's Tactical Wheeled Vehicle Modernization Strategy. Funding in Project 659 supports the Family of Heavy Trucks (FHTV) Heavy Dump Truck (HDT). Funding in Project VR5 supports periodic evolutionary upgrade of survivability and crew protection for Heavy Tactical Vehicles as described in the Long Term Protection Strategy.In FY14 Army PM MRAP will execute research and development on survivability mobility and storage technologies. Within the survivability arena JPO MRAP will focus on improved underbody armor concepts to improve current capabilities and to accomplish this with no to only minimal increase in vehicle weight.  Additional survivability efforts will work toward RPG/Shaped Charge threat defeat mechanisms that have a higher probability of defeating this prolific threat as well as developments in Transparent Armor (TA) that will extend the life of the TA in order to reduce sustainment costs.  Additional analysis of black box data recorders from vehicles operating in a home station training profile will also give us opportunities to reduce operating and sustainment costs when operating CONUS. Due to the size and increased weight of the enduring MRAP variants mobility studies will be conducted to identify technologies that will regain levels of mobility that were traded off during previous survivability upgrades. Since a significant portion of the MRAP vehicles will be stored in APS locations PM MRAP will also conduct corrosion protection efforts to develop strategies to minimize degradation of systems that are held in long term storage."FY 2014 OCO funds support upgrades for vehicles in ongoing combat operations."","659","Family Of Hvy Tac Veh","0.000","0.050","26.272","19.272","7.000","9.464","3.000","3.000","3.000","Management Services","Prototype Design and Integration","","TBD","TBD","0.000","","10.167","10.167","2014-01","0.000","0","10.167","0","","","C","CPFF","","","",
"dd47fae362cf0a6e9e22f143611e480b","dodbudget","rdte-amended","2014","record","1418676852","2014-12-15T20:54:12+00:00","http://comptroller.defense.gov/budgetmaterials.aspx","RDTE_JustificationBook_Army_PBAmended_2014.xml","2014","public","Millions","0604622A","Family of Heavy Tactical Vehicles","87","2014","PBAmended","2013-05","Army","2040","Research Development Test & Evaluation Army","5","System Development & Demonstration (SDD)","5.239","3.077","28.321","21.321","7.000","14.511","7.741","7.034","7.000","This program element aligns system development and demonstration of Heavy Tactical Vehicles with Future Modular Force requirements to support combat and combat support missions.  These missions include the following: line haul local haul and unit resupply. These trucks transport water ammunition and general cargo over all terrain and throughout the battle-space.  Funding will also be used for developing the Army's next generation of tactical trucks as part of the Army's Tactical Wheeled Vehicle Modernization Strategy. Funding in Project 659 supports the Family of Heavy Trucks (FHTV) Heavy Dump Truck (HDT). Funding in Project VR5 supports periodic evolutionary upgrade of survivability and crew protection for Heavy Tactical Vehicles as described in the Long Term Protection Strategy.In FY14 Army PM MRAP will execute research and development on survivability mobility and storage technologies. Within the survivability arena JPO MRAP will focus on improved underbody armor concepts to improve current capabilities and to accomplish this with no to only minimal increase in vehicle weight.  Additional survivability efforts will work toward RPG/Shaped Charge threat defeat mechanisms that have a higher probability of defeating this prolific threat as well as developments in Transparent Armor (TA) that will extend the life of the TA in order to reduce sustainment costs.  Additional analysis of black box data recorders from vehicles operating in a home station training profile will also give us opportunities to reduce operating and sustainment costs when operating CONUS. Due to the size and increased weight of the enduring MRAP variants mobility studies will be conducted to identify technologies that will regain levels of mobility that were traded off during previous survivability upgrades. Since a significant portion of the MRAP vehicles will be stored in APS locations PM MRAP will also conduct corrosion protection efforts to develop strategies to minimize degradation of systems that are held in long term storage."FY 2014 OCO funds support upgrades for vehicles in ongoing combat operations."","659","Family Of Hvy Tac Veh","0.000","0.050","26.272","19.272","7.000","9.464","3.000","3.000","3.000","Product Development","Heavy Dump Truck (HDT) Test Assets","","TBD","TBD","0.000","","5.410","5.410","2014-01","0.000","0","5.410","0","","","C","FFP","","","",
"dd47fae362cf0a6e9e22f143611e480b","dodbudget","rdte-amended","2014","record","1418676852","2014-12-15T20:54:12+00:00","http://comptroller.defense.gov/budgetmaterials.aspx","RDTE_JustificationBook_Army_PBAmended_2014.xml","2014","public","Millions","0604622A","Family of Heavy Tactical Vehicles","87","2014","PBAmended","2013-05","Army","2040","Research Development Test & Evaluation Army","5","System Development & Demonstration (SDD)","5.239","3.077","28.321","21.321","7.000","14.511","7.741","7.034","7.000","This program element aligns system development and demonstration of Heavy Tactical Vehicles with Future Modular Force requirements to support combat and combat support missions.  These missions include the following: line haul local haul and unit resupply. These trucks transport water ammunition and general cargo over all terrain and throughout the battle-space.  Funding will also be used for developing the Army's next generation of tactical trucks as part of the Army's Tactical Wheeled Vehicle Modernization Strategy. Funding in Project 659 supports the Family of Heavy Trucks (FHTV) Heavy Dump Truck (HDT). Funding in Project VR5 supports periodic evolutionary upgrade of survivability and crew protection for Heavy Tactical Vehicles as described in the Long Term Protection Strategy.In FY14 Army PM MRAP will execute research and development on survivability mobility and storage technologies. Within the survivability arena JPO MRAP will focus on improved underbody armor concepts to improve current capabilities and to accomplish this with no to only minimal increase in vehicle weight.  Additional survivability efforts will work toward RPG/Shaped Charge threat defeat mechanisms that have a higher probability of defeating this prolific threat as well as developments in Transparent Armor (TA) that will extend the life of the TA in order to reduce sustainment costs.  Additional analysis of black box data recorders from vehicles operating in a home station training profile will also give us opportunities to reduce operating and sustainment costs when operating CONUS. Due to the size and increased weight of the enduring MRAP variants mobility studies will be conducted to identify technologies that will regain levels of mobility that were traded off during previous survivability upgrades. Since a significant portion of the MRAP vehicles will be stored in APS locations PM MRAP will also conduct corrosion protection efforts to develop strategies to minimize degradation of systems that are held in long term storage."FY 2014 OCO funds support upgrades for vehicles in ongoing combat operations."","659","Family Of Hvy Tac Veh","0.000","0.050","26.272","19.272","7.000","9.464","3.000","3.000","3.000","Product Development","Maxx Pro & MATV Development","MIPR","Various","Various","0.000","","5.000","0.000","","5.000","Continuing","Continuing","Continuing","","","","","","2014-02","",
"dd47fae362cf0a6e9e22f143611e480b","dodbudget","rdte-amended","2014","record","1418676852","2014-12-15T20:54:12+00:00","http://comptroller.defense.gov/budgetmaterials.aspx","RDTE_JustificationBook_Army_PBAmended_2014.xml","2014","public","Millions","0604622A","Family of Heavy Tactical Vehicles","87","2014","PBAmended","2013-05","Army","2040","Research Development Test & Evaluation Army","5","System Development & Demonstration (SDD)","5.239","3.077","28.321","21.321","7.000","14.511","7.741","7.034","7.000","This program element aligns system development and demonstration of Heavy Tactical Vehicles with Future Modular Force requirements to support combat and combat support missions.  These missions include the following: line haul local haul and unit resupply. These trucks transport water ammunition and general cargo over all terrain and throughout the battle-space.  Funding will also be used for developing the Army's next generation of tactical trucks as part of the Army's Tactical Wheeled Vehicle Modernization Strategy. Funding in Project 659 supports the Family of Heavy Trucks (FHTV) Heavy Dump Truck (HDT). Funding in Project VR5 supports periodic evolutionary upgrade of survivability and crew protection for Heavy Tactical Vehicles as described in the Long Term Protection Strategy.In FY14 Army PM MRAP will execute research and development on survivability mobility and storage technologies. Within the survivability arena JPO MRAP will focus on improved underbody armor concepts to improve current capabilities and to accomplish this with no to only minimal increase in vehicle weight.  Additional survivability efforts will work toward RPG/Shaped Charge threat defeat mechanisms that have a higher probability of defeating this prolific threat as well as developments in Transparent Armor (TA) that will extend the life of the TA in order to reduce sustainment costs.  Additional analysis of black box data recorders from vehicles operating in a home station training profile will also give us opportunities to reduce operating and sustainment costs when operating CONUS. Due to the size and increased weight of the enduring MRAP variants mobility studies will be conducted to identify technologies that will regain levels of mobility that were traded off during previous survivability upgrades. Since a significant portion of the MRAP vehicles will be stored in APS locations PM MRAP will also conduct corrosion protection efforts to develop strategies to minimize degradation of systems that are held in long term storage."FY 2014 OCO funds support upgrades for vehicles in ongoing combat operations."","659","Family Of Hvy Tac Veh","0.000","0.050","26.272","19.272","7.000","9.464","3.000","3.000","3.000","Support","Program Support","MIPR","TACOM","Warren MI","0.000","0.050","0.150","0.150","2013-12","0.000","Continuing","Continuing","Continuing","","","","","","","2012-12",
"dd47fae362cf0a6e9e22f143611e480b","dodbudget","rdte-amended","2014","record","1418676852","2014-12-15T20:54:12+00:00","http://comptroller.defense.gov/budgetmaterials.aspx","RDTE_JustificationBook_Army_PBAmended_2014.xml","2014","public","Millions","0604622A","Family of Heavy Tactical Vehicles","87","2014","PBAmended","2013-05","Army","2040","Research Development Test & Evaluation Army","5","System Development & Demonstration (SDD)","5.239","3.077","28.321","21.321","7.000","14.511","7.741","7.034","7.000","This program element aligns system development and demonstration of Heavy Tactical Vehicles with Future Modular Force requirements to support combat and combat support missions.  These missions include the following: line haul local haul and unit resupply. These trucks transport water ammunition and general cargo over all terrain and throughout the battle-space.  Funding will also be used for developing the Army's next generation of tactical trucks as part of the Army's Tactical Wheeled Vehicle Modernization Strategy. Funding in Project 659 supports the Family of Heavy Trucks (FHTV) Heavy Dump Truck (HDT). Funding in Project VR5 supports periodic evolutionary upgrade of survivability and crew protection for Heavy Tactical Vehicles as described in the Long Term Protection Strategy.In FY14 Army PM MRAP will execute research and development on survivability mobility and storage technologies. Within the survivability arena JPO MRAP will focus on improved underbody armor concepts to improve current capabilities and to accomplish this with no to only minimal increase in vehicle weight.  Additional survivability efforts will work toward RPG/Shaped Charge threat defeat mechanisms that have a higher probability of defeating this prolific threat as well as developments in Transparent Armor (TA) that will extend the life of the TA in order to reduce sustainment costs.  Additional analysis of black box data recorders from vehicles operating in a home station training profile will also give us opportunities to reduce operating and sustainment costs when operating CONUS. Due to the size and increased weight of the enduring MRAP variants mobility studies will be conducted to identify technologies that will regain levels of mobility that were traded off during previous survivability upgrades. Since a significant portion of the MRAP vehicles will be stored in APS locations PM MRAP will also conduct corrosion protection efforts to develop strategies to minimize degradation of systems that are held in long term storage."FY 2014 OCO funds support upgrades for vehicles in ongoing combat operations."","659","Family Of Hvy Tac Veh","0.000","0.050","26.272","19.272","7.000","9.464","3.000","3.000","3.000","Test and Evaluation","Test and Evaluation","MIPR","TBD","TBD","0.000","","3.545","3.545","2014-06","0.000","0","3.545","0","","","","","","","",
"dd47fae362cf0a6e9e22f143611e480b","dodbudget","rdte-amended","2014","record","1418676852","2014-12-15T20:54:12+00:00","http://comptroller.defense.gov/budgetmaterials.aspx","RDTE_JustificationBook_Army_PBAmended_2014.xml","2014","public","Millions","0604622A","Family of Heavy Tactical Vehicles","87","2014","PBAmended","2013-05","Army","2040","Research Development Test & Evaluation Army","5","System Development & Demonstration (SDD)","5.239","3.077","28.321","21.321","7.000","14.511","7.741","7.034","7.000","This program element aligns system development and demonstration of Heavy Tactical Vehicles with Future Modular Force requirements to support combat and combat support missions.  These missions include the following: line haul local haul and unit resupply. These trucks transport water ammunition and general cargo over all terrain and throughout the battle-space.  Funding will also be used for developing the Army's next generation of tactical trucks as part of the Army's Tactical Wheeled Vehicle Modernization Strategy. Funding in Project 659 supports the Family of Heavy Trucks (FHTV) Heavy Dump Truck (HDT). Funding in Project VR5 supports periodic evolutionary upgrade of survivability and crew protection for Heavy Tactical Vehicles as described in the Long Term Protection Strategy.In FY14 Army PM MRAP will execute research and development on survivability mobility and storage technologies. Within the survivability arena JPO MRAP will focus on improved underbody armor concepts to improve current capabilities and to accomplish this with no to only minimal increase in vehicle weight.  Additional survivability efforts will work toward RPG/Shaped Charge threat defeat mechanisms that have a higher probability of defeating this prolific threat as well as developments in Transparent Armor (TA) that will extend the life of the TA in order to reduce sustainment costs.  Additional analysis of black box data recorders from vehicles operating in a home station training profile will also give us opportunities to reduce operating and sustainment costs when operating CONUS. Due to the size and increased weight of the enduring MRAP variants mobility studies will be conducted to identify technologies that will regain levels of mobility that were traded off during previous survivability upgrades. Since a significant portion of the MRAP vehicles will be stored in APS locations PM MRAP will also conduct corrosion protection efforts to develop strategies to minimize degradation of systems that are held in long term storage."FY 2014 OCO funds support upgrades for vehicles in ongoing combat operations."","659","Family Of Hvy Tac Veh","0.000","0.050","26.272","19.272","7.000","9.464","3.000","3.000","3.000","Test and Evaluation","Maxx Pro & MATV Test","MIPR","Various","Various","0.000","","2.000","0.000","","2.000","Continuing","Continuing","Continuing","","","","","","2014-01","",
"dd47fae362cf0a6e9e22f143611e480b","dodbudget","rdte-amended","2014","record","1418676852","2014-12-15T20:54:12+00:00","http://comptroller.defense.gov/budgetmaterials.aspx","RDTE_JustificationBook_Army_PBAmended_2014.xml","2014","public","Millions","0604622A","Family of Heavy Tactical Vehicles","87","2014","PBAmended","2013-05","Army","2040","Research Development Test & Evaluation Army","5","System Development & Demonstration (SDD)","5.239","3.077","28.321","21.321","7.000","14.511","7.741","7.034","7.000","This program element aligns system development and demonstration of Heavy Tactical Vehicles with Future Modular Force requirements to support combat and combat support missions.  These missions include the following: line haul local haul and unit resupply. These trucks transport water ammunition and general cargo over all terrain and throughout the battle-space.  Funding will also be used for developing the Army's next generation of tactical trucks as part of the Army's Tactical Wheeled Vehicle Modernization Strategy. Funding in Project 659 supports the Family of Heavy Trucks (FHTV) Heavy Dump Truck (HDT). Funding in Project VR5 supports periodic evolutionary upgrade of survivability and crew protection for Heavy Tactical Vehicles as described in the Long Term Protection Strategy.In FY14 Army PM MRAP will execute research and development on survivability mobility and storage technologies. Within the survivability arena JPO MRAP will focus on improved underbody armor concepts to improve current capabilities and to accomplish this with no to only minimal increase in vehicle weight.  Additional survivability efforts will work toward RPG/Shaped Charge threat defeat mechanisms that have a higher probability of defeating this prolific threat as well as developments in Transparent Armor (TA) that will extend the life of the TA in order to reduce sustainment costs.  Additional analysis of black box data recorders from vehicles operating in a home station training profile will also give us opportunities to reduce operating and sustainment costs when operating CONUS. Due to the size and increased weight of the enduring MRAP variants mobility studies will be conducted to identify technologies that will regain levels of mobility that were traded off during previous survivability upgrades. Since a significant portion of the MRAP vehicles will be stored in APS locations PM MRAP will also conduct corrosion protection efforts to develop strategies to minimize degradation of systems that are held in long term storage."FY 2014 OCO funds support upgrades for vehicles in ongoing combat operations."","65A","MOVEMENT TRACKING SYSTEM (MTS)","1.455","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","Product Development","Software development engineering testing program management","","Comtech Mobile Datacom Corp","Germantown MD","14.751","","","","","","Continuing","Continuing","Continuing","1.305","","C","FP","Due to transfer of Movement Tracking System (MTS) from Program Executive Office Enterprise Information Systems (PEO EIS) to Program Executive Office for Command Control and Communications - Tactical (PEO C3T) there was a change in the acquisition strategy.   In lieu of a planned full and open competition remaining hardware components and services will be purchased from DRS Tactical Systems Inc.(under a GSA contract) Comtech Mobile Datacom Corporation (CMDC) and Engineering Solutions and Products Inc. (ESP) under Force XXI Battle Command-Brigade-and-Below (FBCB2) contract.","","",
"dd47fae362cf0a6e9e22f143611e480b","dodbudget","rdte-amended","2014","record","1418676852","2014-12-15T20:54:12+00:00","http://comptroller.defense.gov/budgetmaterials.aspx","RDTE_JustificationBook_Army_PBAmended_2014.xml","2014","public","Millions","0604622A","Family of Heavy Tactical Vehicles","87","2014","PBAmended","2013-05","Army","2040","Research Development Test & Evaluation Army","5","System Development & Demonstration (SDD)","5.239","3.077","28.321","21.321","7.000","14.511","7.741","7.034","7.000","This program element aligns system development and demonstration of Heavy Tactical Vehicles with Future Modular Force requirements to support combat and combat support missions.  These missions include the following: line haul local haul and unit resupply. These trucks transport water ammunition and general cargo over all terrain and throughout the battle-space.  Funding will also be used for developing the Army's next generation of tactical trucks as part of the Army's Tactical Wheeled Vehicle Modernization Strategy. Funding in Project 659 supports the Family of Heavy Trucks (FHTV) Heavy Dump Truck (HDT). Funding in Project VR5 supports periodic evolutionary upgrade of survivability and crew protection for Heavy Tactical Vehicles as described in the Long Term Protection Strategy.In FY14 Army PM MRAP will execute research and development on survivability mobility and storage technologies. Within the survivability arena JPO MRAP will focus on improved underbody armor concepts to improve current capabilities and to accomplish this with no to only minimal increase in vehicle weight.  Additional survivability efforts will work toward RPG/Shaped Charge threat defeat mechanisms that have a higher probability of defeating this prolific threat as well as developments in Transparent Armor (TA) that will extend the life of the TA in order to reduce sustainment costs.  Additional analysis of black box data recorders from vehicles operating in a home station training profile will also give us opportunities to reduce operating and sustainment costs when operating CONUS. Due to the size and increased weight of the enduring MRAP variants mobility studies will be conducted to identify technologies that will regain levels of mobility that were traded off during previous survivability upgrades. Since a significant portion of the MRAP vehicles will be stored in APS locations PM MRAP will also conduct corrosion protection efforts to develop strategies to minimize degradation of systems that are held in long term storage."FY 2014 OCO funds support upgrades for vehicles in ongoing combat operations."","65A","MOVEMENT TRACKING SYSTEM (MTS)","1.455","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","Test and Evaluation","Software Testing","TBD","TBD","TBD","3.238","","","","","","Continuing","Continuing","Continuing","0.150","","","","Prototype testing.","","",
"dd47fae362cf0a6e9e22f143611e480b","dodbudget","rdte-amended","2014","record","1418676852","2014-12-15T20:54:12+00:00","http://comptroller.defense.gov/budgetmaterials.aspx","RDTE_JustificationBook_Army_PBAmended_2014.xml","2014","public","Millions","0604622A","Family of Heavy Tactical Vehicles","87","2014","PBAmended","2013-05","Army","2040","Research Development Test & Evaluation Army","5","System Development & Demonstration (SDD)","5.239","3.077","28.321","21.321","7.000","14.511","7.741","7.034","7.000","This program element aligns system development and demonstration of Heavy Tactical Vehicles with Future Modular Force requirements to support combat and combat support missions.  These missions include the following: line haul local haul and unit resupply. These trucks transport water ammunition and general cargo over all terrain and throughout the battle-space.  Funding will also be used for developing the Army's next generation of tactical trucks as part of the Army's Tactical Wheeled Vehicle Modernization Strategy. Funding in Project 659 supports the Family of Heavy Trucks (FHTV) Heavy Dump Truck (HDT). Funding in Project VR5 supports periodic evolutionary upgrade of survivability and crew protection for Heavy Tactical Vehicles as described in the Long Term Protection Strategy.In FY14 Army PM MRAP will execute research and development on survivability mobility and storage technologies. Within the survivability arena JPO MRAP will focus on improved underbody armor concepts to improve current capabilities and to accomplish this with no to only minimal increase in vehicle weight.  Additional survivability efforts will work toward RPG/Shaped Charge threat defeat mechanisms that have a higher probability of defeating this prolific threat as well as developments in Transparent Armor (TA) that will extend the life of the TA in order to reduce sustainment costs.  Additional analysis of black box data recorders from vehicles operating in a home station training profile will also give us opportunities to reduce operating and sustainment costs when operating CONUS. Due to the size and increased weight of the enduring MRAP variants mobility studies will be conducted to identify technologies that will regain levels of mobility that were traded off during previous survivability upgrades. Since a significant portion of the MRAP vehicles will be stored in APS locations PM MRAP will also conduct corrosion protection efforts to develop strategies to minimize degradation of systems that are held in long term storage."FY 2014 OCO funds support upgrades for vehicles in ongoing combat operations."","E50","TRAILER DEVELOPMENT","1.930","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","Product Development","Tire Improvement","MIPR","TARDEC","Warren MI","2.399","","","","","","Continuing","Continuing","Continuing","1.438","2012-05","","","","","",
"dd47fae362cf0a6e9e22f143611e480b","dodbudget","rdte-amended","2014","record","1418676852","2014-12-15T20:54:12+00:00","http://comptroller.defense.gov/budgetmaterials.aspx","RDTE_JustificationBook_Army_PBAmended_2014.xml","2014","public","Millions","0604622A","Family of Heavy Tactical Vehicles","87","2014","PBAmended","2013-05","Army","2040","Research Development Test & Evaluation Army","5","System Development & Demonstration (SDD)","5.239","3.077","28.321","21.321","7.000","14.511","7.741","7.034","7.000","This program element aligns system development and demonstration of Heavy Tactical Vehicles with Future Modular Force requirements to support combat and combat support missions.  These missions include the following: line haul local haul and unit resupply. These trucks transport water ammunition and general cargo over all terrain and throughout the battle-space.  Funding will also be used for developing the Army's next generation of tactical trucks as part of the Army's Tactical Wheeled Vehicle Modernization Strategy. Funding in Project 659 supports the Family of Heavy Trucks (FHTV) Heavy Dump Truck (HDT). Funding in Project VR5 supports periodic evolutionary upgrade of survivability and crew protection for Heavy Tactical Vehicles as described in the Long Term Protection Strategy.In FY14 Army PM MRAP will execute research and development on survivability mobility and storage technologies. Within the survivability arena JPO MRAP will focus on improved underbody armor concepts to improve current capabilities and to accomplish this with no to only minimal increase in vehicle weight.  Additional survivability efforts will work toward RPG/Shaped Charge threat defeat mechanisms that have a higher probability of defeating this prolific threat as well as developments in Transparent Armor (TA) that will extend the life of the TA in order to reduce sustainment costs.  Additional analysis of black box data recorders from vehicles operating in a home station training profile will also give us opportunities to reduce operating and sustainment costs when operating CONUS. Due to the size and increased weight of the enduring MRAP variants mobility studies will be conducted to identify technologies that will regain levels of mobility that were traded off during previous survivability upgrades. Since a significant portion of the MRAP vehicles will be stored in APS locations PM MRAP will also conduct corrosion protection efforts to develop strategies to minimize degradation of systems that are held in long term storage."FY 2014 OCO funds support upgrades for vehicles in ongoing combat operations."","E50","TRAILER DEVELOPMENT","1.930","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","Product Development","Next Generation Heavy Trailer Study","","Omnibus Contractor","TBD","0.000","","","","","","Continuing","Continuing","Continuing","0.492","2012-02","C","CPFF","","","",
