"FiscalYear_val","PCOLocation_val","AwardDate_val","FirstDeliveryDate_val","Quantity_val","UnitCost_val","RFPIssueDate_val","FundingVehicle_val","ItemNameSuffix_val","SpecsAvailableNow_val","ContractMethod_val","ContractType_val","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"2013","See End Item P5A","0001-01","0001-01","0","0","0001-01","TBD","I think i","","","","0ae1ebdd227829f6e60c09bd53c89097793c0d6a-0-d6c36e16d192a278995482fef5d504828e4229fc","0ae1ebdd227829f6e60c09bd53c89097793c0d6a","root.record.ItemExhibitList.P10AdvanceProcurementList.P10AdvanceProcurement.APCostElementCategoryList.EOQ.APCostElement","0ae1ebdd227829f6e60c09bd53c89097793c0d6a-0-a8e27870322a3577e1323534a4845ca855cef727"
"2013","See End Item P5A","0001-01","0001-01","0","0","0001-01","TBD","I think i","","","","2a30d5b73751835c73a39441ce7ee1649f09201f-0-a4913ca16af060d2aa98e8130b98e7ecb81a8c87","2a30d5b73751835c73a39441ce7ee1649f09201f","root.record.ItemExhibitList.P10AdvanceProcurementList.P10AdvanceProcurement.APCostElementCategoryList.EOQ.APCostElement","2a30d5b73751835c73a39441ce7ee1649f09201f-0-4a473d9c98b4e3a4a31037cf599c967663b7f27f"
"2013","See End Item P5A","0001-01","0001-01","0","0","0001-01","TBD","I think i","","","","2a30d5b73751835c73a39441ce7ee1649f09201f-0-dabf18e7356a56d968da3d096c0cef5d62218b6b","2a30d5b73751835c73a39441ce7ee1649f09201f","root.record.ItemExhibitList.P10AdvanceProcurementList.P10AdvanceProcurement.APCostElementCategoryList.EOQ.APCostElement","2a30d5b73751835c73a39441ce7ee1649f09201f-1-edf228ed0f6d42386c304b1496903f9e1a90ea70"
"2013","See End Item P5A","0001-01","0001-01","0","0","0001-01","TBD","I think i","","","","2a30d5b73751835c73a39441ce7ee1649f09201f-0-8c56cae47626fdb71c1b7f08aba9640f0f1f838c","2a30d5b73751835c73a39441ce7ee1649f09201f","root.record.ItemExhibitList.P10AdvanceProcurementList.P10AdvanceProcurement.APCostElementCategoryList.EOQ.APCostElement","2a30d5b73751835c73a39441ce7ee1649f09201f-2-a221a1ef3ff5f39eb9140c99ffb41c45b6a44050"
"2013","See End Item P5A","0001-01","0001-01","0","0","0001-01","TBD","I think i","","","","2a30d5b73751835c73a39441ce7ee1649f09201f-0-e2a3bdd227f8d70f842468ed49f072f29ee37325","2a30d5b73751835c73a39441ce7ee1649f09201f","root.record.ItemExhibitList.P10AdvanceProcurementList.P10AdvanceProcurement.APCostElementCategoryList.EOQ.APCostElement","2a30d5b73751835c73a39441ce7ee1649f09201f-3-54f321c726a8e2af9a6a35a586c67009ef7cca17"
"2013","See End Item P5A","0001-01","0001-01","0","0","0001-01","TBD","I think i","","","","2a30d5b73751835c73a39441ce7ee1649f09201f-0-06c00bd535a2897f044547f98f4d9dde5ee4a785","2a30d5b73751835c73a39441ce7ee1649f09201f","root.record.ItemExhibitList.P10AdvanceProcurementList.P10AdvanceProcurement.APCostElementCategoryList.EOQ.APCostElement","2a30d5b73751835c73a39441ce7ee1649f09201f-4-7352e9e0735998e18fa1fc1c9cb5c3cacfcb12a6"
"2013","See End Item P5A","0001-01","0001-01","0","0","0001-01","TBD","I think i","","","","778766a96f9ec3df704348e21413c9f4ebdf869a-0-c78e99f6a1caeb00daa7d1cf29a4759957484615","778766a96f9ec3df704348e21413c9f4ebdf869a","root.record.ItemExhibitList.P10AdvanceProcurementList.P10AdvanceProcurement.APCostElementCategoryList.EOQ.APCostElement","778766a96f9ec3df704348e21413c9f4ebdf869a-0-6a1fd025994756a2df5a278849f6abc3d2bd651f"
"2013","See End Item P5A","0001-01","0001-01","0","0","0001-01","TBD","I think i","","","","778766a96f9ec3df704348e21413c9f4ebdf869a-0-dbd328041d9c86d042408e71f8c9f708d11c1188","778766a96f9ec3df704348e21413c9f4ebdf869a","root.record.ItemExhibitList.P10AdvanceProcurementList.P10AdvanceProcurement.APCostElementCategoryList.EOQ.APCostElement","778766a96f9ec3df704348e21413c9f4ebdf869a-1-99ba75b74ebfb86f68666fb8f365f75a6774b07f"
"2013","See End Item P5A","0001-01","0001-01","0","0","0001-01","TBD","I think i","","","","778766a96f9ec3df704348e21413c9f4ebdf869a-0-450c5a234d8a20f428a8f1c057cb27d6aedfb6fe","778766a96f9ec3df704348e21413c9f4ebdf869a","root.record.ItemExhibitList.P10AdvanceProcurementList.P10AdvanceProcurement.APCostElementCategoryList.EOQ.APCostElement","778766a96f9ec3df704348e21413c9f4ebdf869a-2-a67d30c16beaeaaae437bbc15c86148b25c9a4ac"
"2013","See End Item P5A","0001-01","0001-01","0","0","0001-01","TBD","I think i","","","","778766a96f9ec3df704348e21413c9f4ebdf869a-0-a1c7bdd1d15792f673727924807e7f4c2bf09992","778766a96f9ec3df704348e21413c9f4ebdf869a","root.record.ItemExhibitList.P10AdvanceProcurementList.P10AdvanceProcurement.APCostElementCategoryList.EOQ.APCostElement","778766a96f9ec3df704348e21413c9f4ebdf869a-3-4122b31de08cec436d718d73a31e3feac76ff642"
"2013","See End Item P5A","0001-01","0001-01","0","0","0001-01","TBD","I think i","","","","778766a96f9ec3df704348e21413c9f4ebdf869a-0-654c94f6e0b756cfd135720d05584465947f3f06","778766a96f9ec3df704348e21413c9f4ebdf869a","root.record.ItemExhibitList.P10AdvanceProcurementList.P10AdvanceProcurement.APCostElementCategoryList.EOQ.APCostElement","778766a96f9ec3df704348e21413c9f4ebdf869a-4-8353c59dce5aae4ea41d19845272fa1880f5e2d4"
"2013","See End Item P5A","0001-01","0001-01","0","0","0001-01","TBD","I think i","","","","9dedd9adb68086e518701fc200ba71bffc2ce5ce-0-655de026a470dd3aa0d7be4606a5b390bfb9615a","9dedd9adb68086e518701fc200ba71bffc2ce5ce","root.record.ItemExhibitList.P10AdvanceProcurementList.P10AdvanceProcurement.APCostElementCategoryList.EOQ.APCostElement","9dedd9adb68086e518701fc200ba71bffc2ce5ce-0-fdeae7f81dfdb972d6eec63b8a2cc6927a909044"
"2013","See End Item P5A","0001-01","0001-01","0","0","0001-01","TBD","I think i","","","","9dedd9adb68086e518701fc200ba71bffc2ce5ce-0-ae25ea09dafdafc4718ed88845a1712b470a1ddc","9dedd9adb68086e518701fc200ba71bffc2ce5ce","root.record.ItemExhibitList.P10AdvanceProcurementList.P10AdvanceProcurement.APCostElementCategoryList.EOQ.APCostElement","9dedd9adb68086e518701fc200ba71bffc2ce5ce-1-0156811800de01618ff9a069a341958db92e26d8"
"2013","See End Item P5A","0001-01","0001-01","0","0","0001-01","TBD","I think i","","","","9dedd9adb68086e518701fc200ba71bffc2ce5ce-0-8130c7749513523563ea489998538f9117876aef","9dedd9adb68086e518701fc200ba71bffc2ce5ce","root.record.ItemExhibitList.P10AdvanceProcurementList.P10AdvanceProcurement.APCostElementCategoryList.EOQ.APCostElement","9dedd9adb68086e518701fc200ba71bffc2ce5ce-2-f2662e6ec57fe3ff79a097b58850657247e6460d"
"2013","See End Item P5A","0001-01","0001-01","0","0","0001-01","TBD","I think i","","","","9dedd9adb68086e518701fc200ba71bffc2ce5ce-0-c1cf95890a1e40769617ee838246f407ad6c5587","9dedd9adb68086e518701fc200ba71bffc2ce5ce","root.record.ItemExhibitList.P10AdvanceProcurementList.P10AdvanceProcurement.APCostElementCategoryList.EOQ.APCostElement","9dedd9adb68086e518701fc200ba71bffc2ce5ce-3-6fb48b351c49bc3c2eee84ff29b1398b9db214b9"
